,features/alcohol,features/chlorides,features/citric acid,features/density,features/fixed acidity,features/free sulfur dioxide,features/pH,features/residual sugar,features/sulphates,features/total sulfur dioxide,features/volatile acidity,quality,type
4697,9.9,0.028,0.0,0.9939,4.8,33.0,3.36,6.5,0.6100000143051147,163.0,0.34,6,white
4698,11.2,0.033,0.3,0.99479,6.6,31.0,3.12,12.9,0.38999998569488525,177.0,0.28,6,white
4699,10.7,0.04,0.32,0.9958,6.9,22.0,3.34,9.3,0.5400000214576721,110.0,0.22,7,white
4700,8.4,0.052,0.23,0.99429,6.2,34.0,3.16,3.3,0.47999998927116394,113.0,0.31,5,white
4701,9.7,0.042,0.49,0.9934,8.1,43.0,3.13,1.2,0.47999998927116394,160.0,0.12,6,white
4702,11.6,0.038,0.29,0.9932,6.7,54.0,3.33,6.8,0.46000000834465027,127.0,0.24,7,white
4703,10.5,0.033,0.34,0.9953,7.0,31.0,3.22,8.5,0.5600000023841858,253.0,0.21,6,white
4704,8.8,0.046,0.66,0.9979,6.0,26.0,3.14,15.9,0.5,164.0,0.34,6,white
4705,12.2,0.024,0.27,0.9906,6.1,20.0,3.4,2.6,0.6700000166893005,105.0,0.34,7,white
4706,10.2,0.047,0.25,0.9933,6.4,20.0,3.61,1.3,0.5400000214576721,77.0,0.16,6,white
4707,10.1,0.036,0.29,0.99411,7.2,17.0,3.36,3.0,0.6800000071525574,117.0,0.24,6,white
4708,9.1,0.049,0.34,0.9968,6.7,29.0,3.22,9.2,0.5099999904632568,150.0,0.41,5,white
4709,10.0,0.034,0.48,0.9958,9.8,5.0,2.87,9.85,0.28999999165534973,110.0,0.42,5,white
4710,12.6,0.03,0.27,0.99,6.8,26.0,3.16,2.1,0.6100000143051147,139.0,0.21,7,white
4711,9.6,0.055,0.25,0.99767,6.2,8.0,3.19,15.0,0.5299999713897705,120.0,0.2,6,white
4712,9.8,0.035,0.34,0.9965,7.6,26.0,3.08,9.7,0.49000000953674316,143.0,0.22,6,white
4713,12.0,0.037,0.35,0.99006,6.6,37.0,3.18,1.5,0.6800000071525574,107.0,0.19,7,white
4714,9.0,0.088,0.46,0.99786,7.7,61.0,2.86,11.8,0.4699999988079071,183.0,0.35,5,white
4715,12.0,0.035,0.29,0.9939,8.2,37.0,3.16,7.6,0.3400000035762787,122.0,0.36,5,white
4716,11.2,0.05,0.35,0.99138,7.8,36.0,3.09,1.2,0.44999998807907104,140.0,0.27,5,white
4717,12.5,0.027,0.36,0.9898,6.5,36.0,3.28,2.2,0.36000001430511475,134.0,0.24,7,white
4718,12.5,0.027,0.22,0.9893,5.1,18.0,3.51,1.6,0.3799999952316284,89.0,0.33,7,white
4719,11.1,0.035,0.31,0.99076,6.1,17.0,3.32,1.5,0.4399999976158142,83.0,0.27,7,white
4720,10.5,0.053,0.49,0.9942,6.4,25.0,3.01,5.8,0.9800000190734863,120.0,0.24,6,white
4721,10.5,0.031,0.35,0.9938,6.6,36.0,3.19,7.7,0.3700000047683716,135.0,0.24,5,white
4722,8.8,0.066,0.2,0.9991,6.3,36.0,3.14,17.9,0.5099999904632568,161.0,0.33,5,white
4723,10.6,0.032,0.2,0.99516,6.1,54.0,2.91,12.6,0.4300000071525574,136.0,0.41,6,white
4724,9.1,0.053,0.24,0.9958,7.5,8.0,3.14,4.6,0.5,134.0,0.32,3,white
4725,10.0,0.04,0.32,0.9922,7.2,50.0,3.27,0.8,0.33000001311302185,121.0,0.16,6,white
4726,10.8,0.04,0.24,0.992,7.6,10.0,3.05,1.2,0.28999999165534973,104.0,0.51,6,white
4727,11.5,0.029,0.34,0.99108,6.5,29.0,3.33,1.4,0.6399999856948853,133.0,0.16,7,white
4728,9.5,0.045,0.2,0.9972,6.0,45.0,3.33,12.6,0.41999998688697815,187.0,0.29,5,white
4729,9.8,0.039,0.26,0.9942,7.9,8.0,3.05,2.1,0.7400000095367432,143.0,0.19,5,white
4730,9.7,0.051,0.3,0.99756,7.2,40.0,3.48,8.4,0.6200000047683716,167.0,0.34,5,white
4731,11.3,0.033,0.33,0.99356,6.0,25.0,3.17,12.2,0.41999998688697815,97.0,0.22,7,white
4732,10.3,0.033,0.36,0.9941,8.0,14.0,3.2,1.5,0.38999998569488525,122.0,0.16,4,white
4733,10.6,0.031,0.32,0.9936,9.1,15.0,3.03,1.1,0.4099999964237213,151.0,0.27,5,white
4734,10.4,0.042,0.34,0.9953,7.4,19.0,3.25,4.7,0.41999998688697815,127.0,0.41,5,white
4735,10.0,0.038,0.21,0.9941,5.7,51.0,3.29,6.7,0.6299999952316284,166.0,0.36,6,white
4736,9.4,0.052,0.32,0.9963,6.4,24.0,3.35,9.6,0.49000000953674316,90.0,0.18,6,white
4737,10.9,0.037,0.47,0.9938,8.1,23.0,3.21,1.1,0.41999998688697815,126.0,0.5,5,white
4738,11.4,0.035,0.25,0.9902,5.7,26.0,3.31,1.1,0.5199999809265137,81.0,0.21,6,white
4739,9.0,0.058,0.38,0.9979,7.2,55.0,3.09,14.3,0.4399999976158142,194.0,0.23,6,white
4740,12.2,0.041,0.32,0.99004,6.5,39.0,3.06,1.0,0.3700000047683716,120.0,0.33,6,white
4741,8.7,0.052,0.23,0.9948,6.1,15.0,3.14,3.1,0.41999998688697815,104.0,0.22,5,white
4742,8.7,0.037,0.74,0.9981,7.2,47.0,3.04,12.5,0.4399999976158142,156.0,0.27,5,white
4743,12.5,0.024,0.44,0.98935,6.3,36.0,3.18,1.7,0.4000000059604645,116.0,0.25,6,white
4744,10.4,0.046,0.54,0.99454,6.2,58.0,3.19,7.0,0.699999988079071,176.0,0.25,5,white
4745,9.2,0.138,0.73,0.9936,7.0,58.0,3.08,1.0,0.30000001192092896,150.0,0.16,5,white
4746,11.1,0.041,0.31,0.9914,8.1,49.0,2.99,1.1,0.44999998807907104,123.0,0.3,6,white
4747,10.7,0.04,0.34,0.99216,6.5,25.0,3.29,1.4,0.46000000834465027,184.0,0.26,5,white
4748,10.0,0.039,0.23,0.99243,5.5,10.0,3.28,2.9,0.5,108.0,0.17,5,white
4749,10.3,0.05,0.2,0.99666,5.9,29.0,3.24,14.4,0.4099999964237213,144.0,0.32,6,white
4750,12.2,0.034,0.26,0.99119,6.7,39.0,2.99,7.9,0.30000001192092896,123.0,0.36,7,white
4751,10.2,0.056,0.34,0.9974,7.7,35.0,3.26,10.0,0.6000000238418579,178.0,0.39,5,white
4752,11.3,0.042,0.29,0.9908,4.7,35.0,3.76,1.0,0.49000000953674316,90.0,0.145,6,white
4753,10.2,0.053,0.32,0.9972,8.2,53.0,3.17,10.65,0.47999998927116394,145.0,0.21,6,white
4754,11.7,0.028,0.27,0.99314,6.8,22.0,2.96,11.6,0.3799999952316284,97.0,0.3,6,white
4755,9.5,0.044,0.56,0.998,10.7,37.0,2.87,8.2,0.6800000071525574,181.0,0.22,6,white
4756,10.0,0.044,0.22,0.99471,7.2,17.0,3.37,1.6,0.5299999713897705,101.0,0.2,5,white
4757,12.5,0.017,0.23,0.9892,7.4,31.0,2.93,1.9,0.36000001430511475,69.0,0.36,6,white
4758,9.0,0.05,0.44,0.99679,7.4,40.0,3.12,7.6,0.5199999809265137,227.0,0.33,5,white
4759,11.4,0.046,0.23,0.9908,6.4,30.0,3.12,2.0,0.5400000214576721,133.0,0.24,7,white
4760,9.2,0.062,0.42,0.99318,7.0,35.0,3.04,1.1,0.4000000059604645,100.0,0.23,5,white
4761,9.6,0.048,0.5,0.9948,6.2,61.0,3.19,6.5,0.44999998807907104,186.0,0.32,5,white
4762,12.2,0.036,0.05,0.99269,7.0,19.0,3.26,8.0,0.46000000834465027,164.0,0.55,6,white
4763,10.6,0.027,0.32,0.99479,9.4,20.0,3.08,6.5,0.4300000071525574,167.0,0.42,5,white
4764,9.5,0.039,0.27,0.9927,6.1,13.0,3.23,0.8,0.3199999928474426,82.0,0.45,5,white
4765,10.4,0.043,0.25,0.99429,5.6,31.0,3.19,8.0,0.41999998688697815,101.0,0.23,6,white
4766,12.5,0.03,0.43,0.99164,6.8,30.0,3.08,7.6,0.5899999737739563,110.0,0.28,8,white
4767,9.2,0.239,0.49,0.9988,7.6,42.0,2.96,13.0,0.5099999904632568,220.0,0.47,5,white
4768,11.45,0.046,0.29,0.9902,7.5,34.0,3.04,1.1,0.38999998569488525,84.0,0.24,6,white
4769,10.9,0.039,0.28,0.99406,6.8,29.0,3.11,9.8,0.44999998807907104,113.0,0.18,7,white
4770,10.6,0.052,0.33,0.993,7.0,15.0,3.2,2.1,0.4099999964237213,76.0,0.22,6,white
4771,8.8,0.094,0.45,0.99699,6.1,49.0,3.05,10.6,0.5400000214576721,169.0,0.23,5,white
4772,11.4,0.034,0.25,0.9915,7.1,28.0,3.27,1.3,0.550000011920929,123.0,0.16,6,white
4773,10.15,0.036,0.33,0.99362,6.0,30.0,3.32,6.0,0.5799999833106995,111.0,0.17,7,white
4774,10.5,0.049,0.26,0.99596,6.9,59.0,3.26,12.7,0.5400000214576721,195.0,0.54,6,white
4775,11.0,0.031,0.36,0.9931,6.9,38.0,3.35,1.5,0.5600000023841858,147.0,0.2,6,white
4776,10.1,0.029,0.45,0.996,7.5,20.0,3.12,9.1,0.36000001430511475,125.0,0.42,6,white
4777,10.5,0.055,0.39,0.993,8.3,32.0,3.08,1.3,0.38999998569488525,146.0,0.15,6,white
4778,10.0,0.022,0.32,0.99218,7.2,48.0,3.04,1.1,0.6700000166893005,116.0,0.14,6,white
4779,11.0,0.048,0.34,0.99455,6.7,32.0,3.25,8.9,0.5400000214576721,111.0,0.28,7,white
4780,9.6,0.057,0.3,0.993,7.4,33.0,3.12,1.4,0.5,135.0,0.19,6,white
4781,9.3,0.054,0.22,0.99853,6.3,42.0,3.12,17.45,0.6000000238418579,151.0,0.23,6,white
4782,10.7,0.05,0.45,0.9948,7.9,17.0,3.33,1.8,0.49000000953674316,114.0,0.14,7,white
4783,10.5,0.046,0.19,0.99184,6.1,51.0,3.22,1.4,0.38999998569488525,131.0,0.21,5,white
4784,10.8,0.05,0.34,0.99526,6.6,59.0,3.22,11.6,0.4000000059604645,140.0,0.22,5,white
4785,9.0,0.039,0.35,0.9994,6.8,38.0,3.24,17.5,0.41999998688697815,153.0,0.22,6,white
4786,9.3,0.186,0.48,0.9945,6.4,64.0,3.06,4.0,0.4000000059604645,150.0,0.18,5,white
4787,8.9,0.037,0.67,0.9966,7.5,53.0,2.9,8.1,0.4099999964237213,166.0,0.29,6,white
4788,9.9,0.04,0.21,0.9956,6.4,35.0,3.39,7.1,0.5799999833106995,162.0,0.26,6,white
4789,10.3,0.039,0.41,0.99678,6.5,47.0,3.28,14.2,0.7200000286102295,129.0,0.18,7,white
4790,11.7,0.028,0.33,0.9902,5.2,13.0,3.37,1.2,0.3799999952316284,81.0,0.37,6,white
4791,12.3,0.028,0.34,0.991,7.5,36.0,2.99,4.2,0.4099999964237213,116.0,0.28,8,white
4792,10.9,0.059,0.26,0.9955,7.8,33.0,3.04,9.9,0.41999998688697815,181.0,0.39,6,white
4793,9.3,0.048,0.49,0.9929,7.2,11.0,3.01,1.1,0.41999998688697815,138.0,0.4,5,white
4794,12.9,0.03,0.31,0.98892,5.9,38.0,3.4,2.0,0.4099999964237213,142.0,0.34,7,white
4795,9.3,0.052,0.36,0.9984,6.5,53.0,3.44,11.0,0.550000011920929,247.0,0.34,6,white
4796,12.8,0.036,0.31,0.98938,6.2,37.0,3.27,2.6,0.5299999713897705,92.0,0.35,7,white
4797,11.2,0.046,0.32,0.99316,6.4,50.0,3.38,4.9,0.550000011920929,156.0,0.22,6,white
4798,12.2,0.031,0.31,0.99235,7.0,38.0,3.38,6.4,0.5799999833106995,115.0,0.32,7,white
4799,9.4,0.044,0.25,0.9949,7.2,31.0,3.23,4.5,0.36000001430511475,109.0,0.2,5,white
4800,9.0,0.051,0.28,0.99792,7.0,29.0,2.96,14.7,0.38999998569488525,149.0,0.15,7,white
4801,11.7,0.023,0.43,0.99067,7.1,33.0,3.11,1.3,0.5600000023841858,132.0,0.17,6,white
4802,9.8,0.051,0.4,0.9932,7.1,55.0,3.3,1.2,0.9599999785423279,136.0,0.14,7,white
4803,10.7,0.047,0.74,0.9916,6.8,25.0,3.13,1.2,0.4099999964237213,111.0,0.21,6,white
4804,8.8,0.056,0.28,0.9944,6.9,49.0,3.02,2.4,0.4699999988079071,159.0,0.21,8,white
4805,9.2,0.047,0.5,0.99572,6.5,54.0,3.17,7.6,0.44999998807907104,184.0,0.25,5,white
4806,11.7,0.034,0.36,0.9906,8.2,17.0,3.04,1.0,0.3199999928474426,93.0,0.37,8,white
4807,10.2,0.057,0.37,0.9973,6.8,35.0,3.57,7.0,0.550000011920929,208.0,0.28,5,white
4808,8.8,0.05,0.25,1.0001,6.5,44.0,3.3,17.1,0.3700000047683716,138.0,0.22,5,white
4809,11.1,0.041,0.3,0.99331,6.4,42.0,3.22,7.2,0.49000000953674316,168.0,0.33,6,white
4810,11.6,0.038,0.29,0.9912,6.5,26.0,3.32,2.7,0.4099999964237213,107.0,0.28,7,white
4811,11.2,0.032,0.32,0.9911,6.2,30.0,3.28,1.7,0.4099999964237213,130.0,0.3,7,white
4812,11.1,0.026,0.38,0.9914,6.6,40.0,3.25,2.2,0.4000000059604645,104.0,0.21,8,white
4813,9.3,0.067,0.42,0.99727,6.9,24.0,3.19,12.0,0.3400000035762787,131.0,0.615,5,white
4814,12.8,0.044,0.42,0.9914,7.6,6.0,3.04,1.5,0.7400000095367432,114.0,0.19,6,white
4815,12.1,0.033,0.3,0.9909,7.2,50.0,3.33,2.1,0.4300000071525574,158.0,0.26,7,white
4816,12.3,0.017,0.01,0.9894,5.1,25.0,3.38,1.5,0.36000001430511475,102.0,0.42,7,white
4817,8.9,0.055,0.38,1.0004,8.4,51.0,3.34,11.8,0.8199999928474426,170.0,0.2,6,white
4818,11.9,0.045,0.45,0.99064,7.0,40.0,3.16,2.3,0.47999998927116394,118.0,0.25,7,white
4819,11.2,0.03,0.26,0.99402,6.5,2.0,3.07,11.0,0.36000001430511475,82.0,0.27,5,white
4820,10.0,0.046,0.44,0.997,7.5,65.0,3.17,11.3,0.44999998807907104,146.0,0.17,6,white
4821,12.0,0.037,0.32,0.9918,7.1,27.0,3.19,1.4,0.6200000047683716,126.0,0.37,5,white
4822,12.8,0.022,0.34,0.98915,5.6,34.0,3.22,2.4,0.3799999952316284,97.0,0.42,7,white
4823,10.3,0.042,0.25,0.99486,5.7,16.0,3.44,7.95,0.6100000143051147,108.0,0.23,6,white
4824,10.4,0.046,0.68,0.9948,9.2,22.0,3.02,1.6,0.44999998807907104,130.0,0.15,6,white
4825,12.5,0.021,0.33,0.9886,6.1,26.0,3.12,2.2,0.30000001192092896,117.0,0.27,6,white
4826,10.1,0.047,0.26,0.99622,7.0,30.0,3.38,6.85,0.5799999833106995,220.0,0.16,6,white
4827,10.7,0.047,0.49,0.9932,7.5,42.0,3.4,1.6,0.4699999988079071,140.0,0.19,6,white
4828,9.7,0.033,0.27,0.9988,10.0,45.0,2.72,14.1,0.4300000071525574,166.0,0.23,6,white
4829,9.8,0.044,0.41,0.9954,6.7,50.0,3.14,9.1,0.5799999833106995,166.0,0.2,6,white
4830,10.4,0.054,0.2,0.992,6.9,5.0,3.1,0.9,0.41999998688697815,126.0,0.46,6,white
4831,13.0,0.03,0.33,0.9887,5.0,54.0,3.36,3.7,0.30000001192092896,173.0,0.3,7,white
4832,9.1,0.035,0.34,0.99692,6.8,34.0,3.33,7.5,0.4300000071525574,177.0,0.28,5,white
4833,10.5,0.059,0.28,0.99665,6.1,54.0,3.2,16.55,0.3799999952316284,135.0,0.22,5,white
4834,9.0,0.05,0.26,0.99625,7.2,37.0,3.09,7.3,0.4300000071525574,157.0,0.31,5,white
4835,9.2,0.038,0.48,0.9982,7.6,44.0,3.04,13.5,0.47999998927116394,116.0,0.36,5,white
4836,9.5,0.048,0.28,0.99782,6.9,51.0,3.0,13.55,0.6000000238418579,189.0,0.36,7,white
4837,9.2,0.06,0.32,0.9952,7.7,47.0,3.37,1.4,0.41999998688697815,150.0,0.12,6,white
4838,11.0,0.053,0.31,0.99544,6.5,20.0,3.2,13.55,0.5600000023841858,113.0,0.36,6,white
4839,11.0,0.038,0.36,0.9928,7.9,11.0,3.25,1.6,0.47999998927116394,124.0,0.35,5,white
4840,11.0,0.032,0.04,0.99036,6.0,8.0,3.14,0.8,0.4000000059604645,50.0,0.615,4,white
4841,11.2,0.038,0.38,0.99366,5.8,49.0,3.11,10.7,0.5899999737739563,136.0,0.29,6,white
4842,9.1,0.045,0.38,0.99572,6.2,54.0,3.17,7.9,0.46000000834465027,208.0,0.25,5,white
4843,9.7,0.056,0.34,0.9946,8.9,14.0,3.13,1.4,0.4699999988079071,171.0,0.33,5,white
4844,12.8,0.041,0.29,0.98944,6.0,37.0,3.22,3.1,0.38999998569488525,144.0,0.26,7,white
4845,10.2,0.044,0.24,0.99348,6.7,28.0,3.12,6.5,0.33000001311302185,100.0,0.2,6,white
4846,11.0,0.061,0.38,0.9966,7.7,49.0,3.4,8.1,0.5799999833106995,144.0,0.42,6,white
4847,9.1,0.059,0.5,0.9983,7.1,6.0,2.94,14.5,0.4399999976158142,148.0,0.31,5,white
4848,10.8,0.036,0.35,0.9912,7.0,31.0,3.16,1.4,0.47999998927116394,113.0,0.23,7,white
4849,9.5,0.042,0.36,0.997,7.1,45.0,2.92,11.6,0.5899999737739563,124.0,0.2,7,white
4850,11.4,0.042,0.29,0.99044,5.8,35.0,3.36,1.0,0.47999998927116394,101.0,0.26,7,white
4851,11.0,0.037,0.35,0.99388,7.0,31.0,3.13,8.8,0.49000000953674316,103.0,0.2,6,white
4852,10.4,0.053,0.16,0.99474,5.7,32.0,3.36,9.0,0.3700000047683716,111.0,0.27,6,white
4853,8.6,0.053,0.31,0.9977,6.1,46.0,3.16,12.0,0.47999998927116394,238.0,0.34,5,white
4854,11.0,0.032,0.22,0.99404,6.4,53.0,3.24,7.4,0.5799999833106995,172.0,0.2,6,white
4855,12.6,0.04,0.24,0.9903,6.4,27.0,3.22,6.4,0.49000000953674316,124.0,0.26,7,white
4856,9.5,0.045,0.42,0.99544,6.3,62.0,3.2,7.1,0.5299999713897705,209.0,0.26,6,white
4857,9.9,0.057,0.24,0.9949,7.3,41.0,3.2,6.8,0.4099999964237213,163.0,0.41,6,white
4858,10.133333,0.036,0.33,0.99362,6.0,30.0,3.32,6.0,0.5799999833106995,111.0,0.17,7,white
4859,10.8,0.047,0.3,0.995,8.2,17.0,3.22,2.1,0.7099999785423279,138.0,0.68,4,white
4860,11.1,0.05,0.25,0.99099,5.7,97.0,3.44,1.1,0.6200000047683716,175.0,0.22,6,white
4861,12.2,0.035,0.34,0.9905,7.0,36.0,3.18,3.0,0.4300000071525574,102.0,0.24,6,white
4862,9.4,0.17,0.38,0.9956,6.6,68.0,3.19,6.5,0.3799999952316284,201.0,0.26,6,white
4863,9.3,0.051,0.26,0.9972,5.8,44.0,3.29,13.1,0.3799999952316284,148.0,0.25,5,white
4864,9.3,0.074,0.14,0.9937,7.6,25.0,3.05,1.5,0.5099999904632568,168.0,0.67,5,white
4865,12.9,0.023,0.46,0.98865,6.5,6.0,3.15,1.0,0.5400000214576721,80.0,0.34,6,white
4866,9.8,0.039,0.4,0.99513,6.4,39.0,3.14,6.4,0.5199999809265137,191.0,0.31,5,white
4867,12.1,0.04,0.29,0.98999,5.7,27.0,3.17,3.5,0.36000001430511475,146.0,0.22,6,white
4868,9.8,0.054,0.74,1.0004,6.7,44.0,3.51,19.4,0.44999998807907104,169.0,0.25,6,white
4869,11.1,0.03,0.26,0.99106,6.9,11.0,3.06,2.3,0.41999998688697815,103.0,0.32,6,white
4870,13.0,0.021,0.29,0.99026,7.5,38.0,3.08,4.9,0.47999998927116394,113.0,0.38,7,white
4871,10.15,0.034,0.34,0.99365,6.1,31.0,3.32,6.1,0.5799999833106995,114.0,0.16,7,white
4872,8.7,0.073,0.29,0.9984,6.8,56.0,3.06,15.4,0.4099999964237213,173.0,0.23,6,white
4873,12.0,0.024,0.29,0.99518,7.1,22.0,3.12,14.8,0.47999998927116394,142.0,0.47,8,white
4874,12.3,0.035,0.43,0.9916,8.2,31.0,3.1,1.6,0.5,128.0,0.27,6,white
4875,10.7,0.038,0.35,0.99546,6.9,49.0,3.0,13.5,0.6299999952316284,118.0,0.19,6,white
4876,13.3,0.044,0.34,0.98947,7.2,61.0,3.25,2.0,0.5299999713897705,171.0,0.33,7,white
4877,11.333333,0.035,0.27,0.9914,6.5,32.0,3.21,2.6,0.7599999904632568,76.0,0.13,6,white
4878,10.9,0.045,0.35,0.9911,6.4,39.0,3.31,1.0,0.3499999940395355,108.0,0.18,6,white
4879,11.5,0.041,0.27,0.99335,7.1,26.0,3.04,10.4,0.5199999809265137,114.0,0.27,7,white
4880,10.8,0.043,0.3,0.9926,5.8,41.0,3.33,5.4,0.41999998688697815,149.0,0.275,7,white
4881,8.7,0.056,0.3,0.99825,7.4,33.0,2.9,13.7,0.4399999976158142,168.0,0.16,7,white
4882,9.2,0.042,0.72,0.9958,6.5,33.0,3.12,6.8,0.36000001430511475,168.0,0.22,6,white
4883,9.2,0.063,0.32,0.998,7.6,32.0,3.0,14.6,0.44999998807907104,201.0,0.285,5,white
4884,11.1,0.035,0.31,0.99076,6.1,17.0,3.32,1.5,0.4399999976158142,83.0,0.27,7,white
4885,11.4,0.042,0.25,0.99034,5.9,12.0,3.02,2.0,0.5400000214576721,110.0,0.34,6,white
4886,12.6,0.032,0.27,0.98942,6.2,13.0,2.9,3.2,0.6899999976158142,73.0,0.36,7,white
4887,13.4,0.026,0.15,0.98953,5.4,29.0,3.39,2.1,0.7699999809265137,130.0,0.46,8,white
4888,11.1,0.032,0.4,0.992,7.4,9.0,3.09,4.3,0.38999998569488525,95.0,0.24,6,white
4889,12.3,0.028,0.29,0.99076,6.0,25.0,3.14,5.0,0.3400000035762787,108.0,0.17,6,white
4890,9.1,0.055,0.56,0.998,6.4,27.0,2.98,14.5,0.4000000059604645,159.0,0.22,5,white
4891,12.0,0.036,0.32,0.9906,6.5,38.0,3.16,3.0,0.5899999737739563,93.0,0.29,6,white
4892,11.3,0.026,0.34,0.9916,9.2,31.0,2.93,1.2,0.3700000047683716,93.0,0.25,7,white
4893,10.1,0.068,0.34,0.99138,4.9,32.0,3.24,1.0,0.4000000059604645,143.0,0.345,5,white
4894,9.0,0.046,0.26,0.9975,7.2,48.0,3.1,12.5,0.5199999809265137,179.0,0.28,6,white
4895,11.0,0.048,0.32,0.99282,6.2,47.0,3.21,6.3,0.6000000238418579,159.0,0.27,6,white
4896,9.1,0.057,0.3,0.9948,7.3,25.0,3.26,1.3,0.5099999904632568,173.0,0.34,6,white
4897,10.2,0.042,0.29,0.9952,6.8,19.0,3.46,2.0,0.5400000214576721,189.0,0.25,6,white
4898,10.9,0.039,0.28,0.99406,6.8,29.0,3.11,9.8,0.44999998807907104,113.0,0.18,7,white
4899,9.9,0.055,0.46,0.9968,7.6,58.0,3.14,10.2,0.4300000071525574,135.0,0.18,6,white
4900,12.5,0.038,0.28,0.9915,6.8,26.0,3.24,7.8,0.3400000035762787,89.0,0.27,6,white
4901,9.9,0.054,0.23,0.99272,6.5,39.0,3.18,1.2,0.46000000834465027,208.0,0.32,6,white
4902,13.2,0.031,0.36,0.98884,6.6,27.0,3.23,1.1,0.3400000035762787,93.0,0.16,8,white
4903,9.2,0.056,0.3,0.9997,8.0,43.0,3.05,17.45,0.5,184.0,0.24,6,white
4904,10.8,0.028,0.37,0.9922,7.0,26.0,3.3,1.5,0.46000000834465027,75.0,0.17,7,white
4905,12.0,0.031,0.31,0.9926,6.7,20.0,3.36,4.9,0.8199999928474426,151.0,0.31,7,white
4906,10.0,0.041,0.12,0.9944,6.0,34.0,3.16,5.9,0.7200000286102295,190.0,0.32,5,white
4907,9.0,0.045,0.49,0.9957,6.9,61.0,3.09,7.3,0.4000000059604645,206.0,0.34,6,white
4908,12.9,0.037,0.27,0.98834,6.2,30.0,3.05,1.3,0.5899999737739563,86.0,0.255,7,white
4909,9.8,0.045,0.29,0.9953,6.6,57.0,3.31,5.3,0.7900000214576721,189.0,0.27,5,white
4910,11.0,0.035,0.34,0.99176,8.5,54.0,3.07,1.3,0.550000011920929,110.0,0.23,7,white
4911,11.3,0.039,0.27,0.9936,6.9,37.0,3.27,9.05,0.3400000035762787,128.0,0.25,8,white
4912,10.7,0.042,0.26,0.9944,7.6,32.0,3.14,6.5,0.4699999988079071,160.0,0.29,5,white
4913,9.0,0.093,0.24,0.9981,7.2,35.0,3.41,10.0,0.4699999988079071,197.0,0.51,5,white
4914,11.0,0.035,0.56,0.9918,7.0,20.0,3.23,2.0,0.5299999713897705,95.0,0.25,6,white
4915,9.8,0.035,0.29,0.9976,6.8,38.0,3.35,12.2,0.5199999809265137,236.0,0.23,6,white
4916,10.4,0.031,0.44,0.9946,6.8,35.0,3.16,9.3,0.36000001430511475,137.0,0.28,6,white
4917,12.1,0.03,0.25,0.9901,7.1,25.0,3.22,1.6,0.3400000035762787,126.0,0.33,7,white
4918,12.2,0.027,0.37,0.992,6.9,24.0,3.38,6.2,0.49000000953674316,97.0,0.2,7,white
4919,11.45,0.046,0.29,0.9902,7.5,34.0,3.04,1.1,0.38999998569488525,84.0,0.24,6,white
4920,9.5,0.05,0.3,0.99612,7.9,58.0,3.12,7.4,0.3700000047683716,152.0,0.16,6,white
4921,9.4,0.058,0.28,0.99856,6.6,25.0,3.45,12.05,0.44999998807907104,125.0,0.22,5,white
4922,12.0,0.039,0.3,0.9911,7.2,43.0,3.3,2.0,0.4099999964237213,188.0,0.2,6,white
4923,9.6,0.043,0.34,0.9962,7.2,37.0,3.09,11.9,0.5,213.0,0.21,6,white
4924,10.9,0.057,0.39,0.99176,7.9,21.0,3.05,2.0,0.5199999809265137,138.0,0.21,5,white
4925,8.8,0.09,0.26,0.9944,7.3,7.0,3.01,3.3,0.5199999809265137,135.0,0.51,5,white
4926,12.0,0.036,0.39,0.9935,7.7,8.0,3.06,8.9,0.3799999952316284,117.0,0.28,7,white
4927,9.1,0.054,0.45,0.99869,6.7,30.0,3.14,14.3,0.5699999928474426,181.0,0.29,5,white
4928,11.3,0.03,0.35,0.99146,6.6,33.0,3.22,2.6,0.7200000286102295,78.0,0.17,6,white
4929,9.3,0.074,0.24,0.99922,6.1,32.0,3.19,19.95,0.4399999976158142,174.0,0.28,6,white
4930,12.1,0.025,0.31,0.99066,7.8,22.0,2.99,3.6,0.4699999988079071,100.0,0.26,7,white
4931,9.2,0.035,0.27,0.9982,6.6,46.0,3.24,15.8,0.5099999904632568,188.0,0.24,5,white
4932,9.3,0.048,0.44,0.9975,6.6,54.0,3.26,12.2,0.5400000214576721,245.0,0.52,6,white
4933,10.8,0.04,0.22,0.99338,6.3,30.0,3.05,9.5,0.3100000023841858,111.0,0.28,4,white
4934,10.6,0.043,0.3,0.9951,6.0,43.0,3.63,6.7,0.46000000834465027,153.0,0.16,5,white
4935,11.2,0.036,0.33,0.99136,6.5,23.0,3.18,3.5,0.3799999952316284,92.0,0.37,6,white
4936,9.5,0.039,0.51,0.9982,7.5,62.0,3.06,14.8,0.6000000238418579,204.0,0.31,5,white
4937,11.2,0.034,0.28,0.99092,5.8,9.0,3.21,1.3,0.5199999809265137,94.0,0.18,6,white
4938,8.7,0.039,0.74,0.9982,7.3,46.0,3.02,13.5,0.4000000059604645,165.0,0.3,5,white
4939,10.7,0.046,0.14,0.9959,7.5,18.0,3.22,10.7,0.33000001311302185,95.0,0.42,5,white
4940,8.8,0.053,0.15,0.99347,6.0,35.0,3.08,1.2,0.46000000834465027,124.0,0.26,5,white
